                                                                                1     6     7     8    11    12    15    16    17    19    20    26    53
      Tissues to be used in the Monte Carlo simulation:                         H     C     N     O    Na    Mg     P     S    Cl     K    Ca    Fe     I     density
No.                                                                                                            (% by mass)                                    (g/cm3)
22    Brain                                                                   10.7  14.4   2.2  71.3   0.2   0.0   0.4   0.2   0.3   0.3   0.0   0.0   0.0     1.041  
23    Breast, adipose tissue                                                  11.4  58.6   0.8  28.9   0.1   0.0   0.0   0.1   0.1   0.0   0.0   0.0   0.0     0.952  
24    Breast, glandular tissue                                                10.6  32.7   3.0  53.2   0.1   0.0   0.1   0.2   0.1   0.0   0.0   0.0   0.0     1.021  
25    Eye lens                                                                 9.6  19.5   5.7  64.6   0.1   0.0   0.1   0.3   0.1   0.0   0.0   0.0   0.0     1.060  
26    Cornea                                                                  10.1  12.6   3.7  73.1   0.1   0.0   0.1   0.2   0.1   0.0   0.0   0.0   0.0     1.087  
27    Aqueous                                                                 11.2   0.3   0.1  88.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0     1.014  
28    Vitreous                                                                11.2   0.3   0.1  88.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0     1.019  
29    Gall bladder contents                                                   10.5  25.6   2.7  60.2   0.1   0.0   0.2   0.3   0.2   0.2   0.0   0.0   0.0     1.030  
30    Stomach wall                                                            10.6  11.4   2.4  75.0   0.1   0.0   0.1   0.1   0.2   0.1   0.0   0.0   0.0     1.036  
31    Small intestine wall                                                    10.5  11.4   2.5  75.0   0.1   0.0   0.1   0.1   0.2   0.1   0.0   0.0   0.0     1.036  
32    Colon wall                                                              10.5  11.4   2.5  75.0   0.1   0.0   0.1   0.1   0.2   0.1   0.0   0.0   0.0     1.036  
33    GI contents                                                             10.0  22.2   2.2  64.4   0.1   0.0   0.2   0.3   0.1   0.4   0.1   0.0   0.0     1.040  
34    Heart wall                                                              10.4  13.5   2.9  72.2   0.1   0.0   0.2   0.2   0.2   0.3   0.0   0.0   0.0     1.051  
35    Kidney                                                                  10.3  12.7   3.0  72.9   0.2   0.0   0.2   0.2   0.2   0.2   0.1   0.0   0.0     1.052  
36    Liver                                                                   10.2  13.2   3.1  72.3   0.2   0.0   0.2   0.3   0.2   0.3   0.0   0.0   0.0     1.060  
37    Lung                                                                    10.2  10.8   3.2  74.8   0.1   0.0   0.1   0.2   0.3   0.2   0.0   0.1   0.0     0.413  
38    Lymphatic nodes                                                         10.8   4.5   1.2  82.7   0.3   0.0   0.0   0.1   0.4   0.0   0.0   0.0   0.0     1.032  
39    Muscle                                                                  10.2  14.2   3.4  71.1   0.1   0.0   0.2   0.3   0.1   0.4   0.0   0.0   0.0     1.050  
40    Oesophagus                                                              10.5  22.8   2.8  62.9   0.1   0.0   0.2   0.3   0.2   0.2   0.0   0.0   0.0     1.036  
41    Gonads                                                                  10.5   9.5   2.5  76.5   0.2   0.0   0.2   0.2   0.2   0.2   0.0   0.0   0.0     1.051  
42    Pancreas                                                                10.5  15.9   2.4  70.3   0.2   0.0   0.2   0.1   0.2   0.2   0.0   0.0   0.0     1.043  
43    Prostate                                                                10.6  31.0   2.4  55.2   0.1   0.0   0.2   0.2   0.1   0.2   0.0   0.0   0.0     1.021  
44    RST                                                                     11.2  54.5   1.0  32.9   0.1   0.0   0.1   0.1   0.1   0.0   0.0   0.0   0.0     0.946  
45    Skin                                                                    10.0  19.9   4.2  65.0   0.2   0.0   0.1   0.2   0.3   0.1   0.0   0.0   0.0     1.088  
46    Spleen                                                                  10.3  11.2   3.2  74.2   0.1   0.0   0.3   0.2   0.2   0.3   0.0   0.0   0.0     1.060  
47    Teeth                                                                    2.3   9.5   2.9  42.6   0.0   0.7  13.5   0.0   0.0   0.0  28.5   0.0   0.0     2.690  
48    Thyroid                                                                 10.4  11.8   2.5  74.5   0.2   0.0   0.1   0.1   0.2   0.1   0.0   0.0   0.1     1.051  
49    Urinary bladder wall                                                    10.5   9.6   2.6  76.1   0.2   0.0   0.2   0.2   0.3   0.3   0.0   0.0   0.0     1.040  
50    Urine                                                                   10.7   0.3   1.0  87.3   0.4   0.0   0.1   0.0   0.0   0.2   0.0   0.0   0.0     1.040  
51    Air inside body                                                          0.0   0.0  80.0  20.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0     0.001  
52    Water                                                                   11.2   0.0   0.0  88.8   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0     1.000
